Data;Time;RCE
20200916;3;211.93
20200916;4;213.43
20200916;5;217.66
20200916;6;238.51
20200916;7;278.60
20200916;8;322.91
20200916;9;358.08
20200916;10;343.64
20200916;11;283.24
20200916;12;286.06
20200916;13;285.85
20200916;14;272.17
20200916;15;263.29
20200916;16;264.67
20200916;17;269.82
20200916;18;279.04
20200916;19;283.98
20200916;20;318.39
20200916;21;291.31
20200916;22;268.43
20200916;23;280.20
20200916;24;253.55
20200917;1;208.71
20200917;2;199.61
20200917;3;193.60
20200917;4;193.29
20200917;5;189.60
20200917;6;200.19
20200917;7;236.95
20200917;8;258.47
20200917;9;280.89
20200917;10;259.78
20200917;11;239.80
20200917;12;235.09
20200917;13;234.77
20200917;14;233.79
20200917;15;231.68
20200917;16;230.66
20200917;17;229.27
20200917;18;250.43
20200917;19;285.44
20200917;20;344.59
20200917;21;289.52
20200917;22;241.93
20200917;23;240.50
20200917;24;220.42
20200918;1;237.33
20200918;2;233.34
20200918;3;225.21
20200918;4;227.15
20200918;5;236.72
20200918;6;234.91
20200918;7;286.60
20200918;8;279.78
20200918;9;294.69
20200918;10;277.19
20200918;11;273.42
20200918;12;270.09
20200918;13;265.32
20200918;14;258.86
20200918;15;256.52
20200918;16;255.22
20200918;17;265.96
20200918;18;266.71
20200918;19;285.00
20200918;20;332.07
20200918;21;302.73
20200918;22;246.98
20200918;23;271.19
20200918;24;237.26
20200919;1;205.07
20200919;2;205.15
20200919;3;206.52
20200919;4;206.42
20200919;5;205.16
20200919;6;205.50
20200919;7;205.63
20200919;8;226.46
20200919;9;244.30
20200919;10;278.06
20200919;11;278.61
20200919;12;276.82
20200919;13;271.75
20200919;14;256.32
20200919;15;236.05
20200919;16;235.32
20200919;17;235.24
20200919;18;243.17
20200919;19;239.44
20200919;20;283.33
20200919;21;274.38
20200919;22;228.10
20200919;23;208.08
20200919;24;197.89
20200920;1;193.43
20200920;2;194.91
20200920;3;193.92
20200920;4;194.81
20200920;5;193.91
20200920;6;193.26
20200920;7;186.88
20200920;8;192.88
20200920;9;198.75
20200920;10;201.96
20200920;11;200.04
20200920;12;198.49
20200920;13;198.72
20200920;14;197.73
20200920;15;196.27
20200920;16;194.26
20200920;17;199.77
20200920;18;201.07
20200920;19;211.41
20200920;20;238.77
20200920;21;230.31
20200920;22;217.27
20200920;23;209.39
20200920;24;197.65
20200921;1;201.35
20200921;2;200.90
20200921;3;200.00
20200921;4;200.86
20200921;5;205.31
20200921;6;224.51
20200921;7;282.88
20200921;8;315.72
20200921;9;345.19
20200921;10;309.95
20200921;11;278.87
20200921;12;278.73
20200921;13;296.22
20200921;14;290.92
20200921;15;282.48
20200921;16;278.68
20200921;17;277.28
20200921;18;300.26
20200921;19;356.95
20200921;20;453.00
20200921;21;381.27
20200921;22;303.72
20200921;23;266.43
20200921;24;227.96
20200922;1;232.65
20200922;2;211.39
20200922;3;203.38
20200922;4;207.07
20200922;5;214.97
20200922;6;223.66
20200922;7;268.17
20200922;8;286.00
20200922;9;337.18
20200922;10;318.18
20200922;11;272.24
20200922;12;264.17
20200922;13;263.41
20200922;14;265.43
20200922;15;260.91
20200922;16;262.06
20200922;17;261.37
20200922;18;278.57
20200922;19;342.88
20200922;20;378.75
20200922;21;345.58
20200922;22;262.83
20200922;23;248.94
20200922;24;238.18
20200923;1;196.58
20200923;2;190.88
20200923;3;187.29
20200923;4;188.46
20200923;5;194.05
20200923;6;202.99
20200923;7;238.94
20200923;8;257.65
20200923;9;278.25
20200923;10;269.76
20200923;11;268.18
20200923;12;265.18
20200923;13;267.67
20200923;14;265.01
20200923;15;265.18
20200923;16;279.89
20200923;17;276.74
20200923;18;276.62
20200923;19;284.00
20200923;20;347.01
20200923;21;314.23
20200923;22;243.13
20200923;23;237.01
20200923;24;212.25
20200924;1;206.07
20200924;2;204.37
20200924;3;201.97
20200924;4;196.55
20200924;5;202.12
20200924;6;202.06
20200924;7;236.15
20200924;8;237.05
20200924;9;262.07
20200924;10;267.77
20200924;11;265.45
20200924;12;280.23
20200924;13;281.71
20200924;14;276.15
20200924;15;268.17
20200924;16;277.33
20200924;17;296.34
20200924;18;310.11
20200924;19;302.59
20200924;20;355.17
20200924;21;350.04
20200924;22;272.46
20200924;23;251.13
20200924;24;228.84
20200925;1;215.28
20200925;2;214.89
20200925;3;215.82
20200925;4;209.15
20200925;5;209.70
20200925;6;210.13
20200925;7;232.33
20200925;8;265.55
20200925;9;270.70
20200925;10;267.28
20200925;11;259.11
20200925;12;256.97
20200925;13;252.63
20200925;14;243.63
20200925;15;241.18
20200925;16;242.29
20200925;17;251.08
20200925;18;258.55
20200925;19;261.83
20200925;20;305.42
20200925;21;267.47
20200925;22;242.36
20200925;23;236.17
20200925;24;226.46
20200926;1;187.41
20200926;2;187.37
20200926;3;187.43
20200926;4;187.14
20200926;5;187.17
20200926;6;187.68
20200926;7;186.98
20200926;8;198.95
20200926;9;232.08
20200926;10;240.36
20200926;11;240.75
20200926;12;226.15
20200926;13;215.90
20200926;14;208.33
20200926;15;201.04
20200926;16;199.67
20200926;17;209.97
20200926;18;215.75
20200926;19;232.81
20200926;20;245.08
20200926;21;236.29
20200926;22;208.26
20200926;23;194.71
20200926;24;188.68
20200927;1;188.89
20200927;2;189.26
20200927;3;181.19
20200927;4;180.00
20200927;5;171.50
20200927;6;167.72
20200927;7;152.28
20200927;8;156.73
20200927;9;182.96
20200927;10;185.87
20200927;11;183.72
20200927;12;190.01
20200927;13;189.60
20200927;14;189.54
20200927;15;189.38
20200927;16;188.06
20200927;17;177.01
20200927;18;189.24
20200927;19;202.80
20200927;20;241.34
20200927;21;236.58
20200927;22;199.18
20200927;23;189.14
20200927;24;182.41
20200928;1;186.93
20200928;2;186.20
20200928;3;186.65
20200928;4;186.68
20200928;5;189.93
20200928;6;191.86
20200928;7;243.40
20200928;8;268.84
20200928;9;313.30
20200928;10;327.56
20200928;11;322.65
20200928;12;321.91
20200928;13;321.77
20200928;14;312.71
20200928;15;296.60
20200928;16;301.71
20200928;17;314.87
20200928;18;328.46
20200928;19;336.97
20200928;20;403.07
20200928;21;341.40
20200928;22;269.59
20200928;23;286.58
20200928;24;237.27
20200929;1;229.95
20200929;2;220.48
20200929;3;212.07
20200929;4;212.66
20200929;5;221.78
20200929;6;225.64
20200929;7;270.98
20200929;8;295.53
20200929;9;316.84
20200929;10;303.09
20200929;11;292.83
20200929;12;303.02
20200929;13;304.23
20200929;14;301.03
20200929;15;291.50
20200929;16;290.08
20200929;17;289.25
20200929;18;292.85
20200929;19;313.22
20200929;20;387.18
20200929;21;315.19
20200929;22;246.57
20200929;23;243.64
20200929;24;236.68
20200930;1;204.10
20200930;2;204.29
20200930;3;205.34
20200930;4;205.27
20200930;5;202.39
20200930;6;204.84
20200930;7;245.18
20200930;8;286.37
20200930;9;316.95
20200930;10;299.31
20200930;11;264.97
20200930;12;263.85
20200930;13;265.24
20200930;14;256.35
20200930;15;240.22
20200930;16;237.64
20200930;17;240.39
20200930;18;254.15
20200930;19;280.00
20200930;20;328.61
20200930;21;285.13
20200930;22;230.43
20200930;23;239.89
20200930;24;204.66
20210101;1;171.41
20210101;2;166.81
20210101;3;158.49
20210101;4;148.11
20210101;5;139.53
20210101;6;135.16
20210101;7;141.02
20210101;8;146.97
20210101;9;150.13
20210101;10;158.25
20210101;11;172.07
20210101;12;189.21
20210101;13;198.88
20210101;14;207.47
20210101;15;206.44
20210101;16;213.55
20210101;17;229.13
20210101;18;241.39
20210101;19;241.27
20210101;20;239.20
20210101;21;234.94
20210101;22;220.29
20210101;23;205.30
20210101;24;172.29
20210102;1;197.10
20210102;2;181.34
20210102;3;175.49
20210102;4;170.19
20210102;5;171.40
20210102;6;174.87
20210102;7;189.61
20210102;8;212.44
20210102;9;220.47
20210102;10;249.64
20210102;11;254.86
20210102;12;257.97
20210102;13;266.79
20210102;14;265.10
20210102;15;258.82
20210102;16;266.60
20210102;17;292.42
20210102;18;297.64
20210102;19;296.89
20210102;20;287.17
20210102;21;271.59
20210102;22;248.93
20210102;23;236.20
20210102;24;214.04
20210103;1;182.14
20210103;2;179.63
20210103;3;173.15
20210103;4;167.49
20210103;5;162.27
20210103;6;164.90
20210103;7;168.83
20210103;8;171.49
20210103;9;176.09
20210103;10;177.43
20210103;11;181.85
20210103;12;183.40
20210103;13;186.85
20210103;14;187.39
20210103;15;179.79
20210103;16;183.91
20210103;17;206.41
20210103;18;217.38
20210103;19;215.86
20210103;20;213.21
20210103;21;195.90
20210103;22;178.51
20210103;23;180.43
20210103;24;167.08
20210104;1;179.30
20210104;2;164.84
20210104;3;161.30
20210104;4;160.98
20210104;5;169.53
20210104;6;180.17
20210104;7;215.44
20210104;8;244.78
20210104;9;263.69
20210104;10;273.74
20210104;11;275.76
20210104;12;278.76
20210104;13;278.45
20210104;14;276.35
20210104;15;279.52
20210104;16;272.84
20210104;17;287.46
20210104;18;293.21
20210104;19;283.36
20210104;20;273.78
20210104;21;269.20
20210104;22;241.07
20210104;23;233.89
20210104;24;208.08
20210105;1;216.10
20210105;2;203.11
20210105;3;188.87
20210105;4;190.23
20210105;5;187.11
20210105;6;196.28
20210105;7;226.75
20210105;8;264.98
20210105;9;275.85
20210105;10;279.43
20210105;11;280.46
20210105;12;282.74
20210105;13;281.33
20210105;14;281.18
20210105;15;276.56
20210105;16;277.50
20210105;17;288.48
20210105;18;295.76
20210105;19;281.29
20210105;20;269.49
20210105;21;247.93
20210105;22;221.42
20210105;23;226.48
20210105;24;215.69
20210106;1;189.99
20210106;2;180.10
20210106;3;181.87
20210106;4;181.14
20210106;5;181.98
20210106;6;184.49
20210106;7;195.24
20210106;8;212.65
20210106;9;227.02
20210106;10;238.55
20210106;11;245.42
20210106;12;244.55
20210106;13;254.99
20210106;14;252.68
20210106;15;249.86
20210106;16;255.48
20210106;17;267.33
20210106;18;275.85
20210106;19;269.09
20210106;20;266.25
20210106;21;259.92
20210106;22;235.47
20210106;23;221.60
20210106;24;212.28
20210107;1;213.57
20210107;2;200.51
20210107;3;199.00
20210107;4;196.23
20210107;5;205.24
20210107;6;220.42
20210107;7;273.02
20210107;8;294.71
20210107;9;320.00
20210107;10;328.14
20210107;11;329.67
20210107;12;336.98
20210107;13;333.19
20210107;14;335.91
20210107;15;332.17
20210107;16;339.90
20210107;17;361.48
20210107;18;371.12
20210107;19;350.34
20210107;20;329.76
20210107;21;300.93
20210107;22;272.40
20210107;23;266.30
20210107;24;237.98
20210108;1;221.28
20210108;2;219.35
20210108;3;213.93
20210108;4;208.36
20210108;5;215.32
20210108;6;227.21
20210108;7;270.30
20210108;8;289.73
20210108;9;304.85
20210108;10;308.48
20210108;11;307.36
20210108;12;308.84
20210108;13;315.97
20210108;14;316.91
20210108;15;311.43
20210108;16;313.74
20210108;17;330.14
20210108;18;326.26
20210108;19;309.84
20210108;20;301.58
20210108;21;283.28
20210108;22;269.26
20210108;23;264.31
20210108;24;239.73
20210109;1;231.14
20210109;2;233.14
20210109;3;224.82
20210109;4;221.79
20210109;5;222.64
20210109;6;229.98
20210109;7;228.77
20210109;8;251.60
20210109;9;271.78
20210109;10;290.01
20210109;11;290.96
20210109;12;293.33
20210109;13;294.23
20210109;14;290.40
20210109;15;284.06
20210109;16;287.84
20210109;17;301.91
20210109;18;317.22
20210109;19;313.54
20210109;20;302.60
20210109;21;279.22
20210109;22;266.01
20210109;23;254.30
20210109;24;227.06
20210110;1;212.24
20210110;2;210.16
20210110;3;201.46
20210110;4;198.92
20210110;5;199.05
20210110;6;201.91
20210110;7;191.93
20210110;8;188.94
20210110;9;202.01
20210110;10;215.88
20210110;11;230.85
20210110;12;239.94
20210110;13;240.31
20210110;14;247.39
20210110;15;237.56
20210110;16;241.64
20210110;17;265.58
20210110;18;272.47
20210110;19;270.59
20210110;20;266.34
20210110;21;243.82
20210110;22;220.73
20210110;23;219.76
20210110;24;201.34
20210111;1;201.03
20210111;2;189.87
20210111;3;189.10
20210111;4;189.23
20210111;5;183.10
20210111;6;204.28
20210111;7;256.94
20210111;8;270.48
20210111;9;276.88
20210111;10;285.62
20210111;11;281.48
20210111;12;290.61
20210111;13;290.83
20210111;14;287.86
20210111;15;279.30
20210111;16;278.91
20210111;17;283.03
20210111;18;278.88
20210111;19;272.60
20210111;20;270.47
20210111;21;234.88
20210111;22;202.61
20210111;23;229.96
20210111;24;204.56
20210112;1;178.92
20210112;2;163.74
20210112;3;170.02
20210112;4;163.01
20210112;5;166.58
20210112;6;177.88
20210112;7;223.18
20210112;8;234.56
20210112;9;264.11
20210112;10;267.43
20210112;11;271.33
20210112;12;274.16
20210112;13;274.72
20210112;14;277.27
20210112;15;276.93
20210112;16;277.53
20210112;17;288.83
20210112;18;289.82
20210112;19;275.39
20210112;20;274.26
20210112;21;267.40
20210112;22;220.73
20210112;23;229.12
20210112;24;213.28
20210113;1;201.50
20210113;2;188.61
20210113;3;186.51
20210113;4;188.39
20210113;5;188.40
20210113;6;206.93
20210113;7;247.40
20210113;8;267.35
20210113;9;278.84
20210113;10;281.04
20210113;11;279.57
20210113;12;281.57
20210113;13;278.27
20210113;14;281.64
20210113;15;279.57
20210113;16;283.15
20210113;17;299.14
20210113;18;297.79
20210113;19;283.79
20210113;20;279.17
20210113;21;275.71
20210113;22;239.40
20210113;23;252.52
20210113;24;225.98
20210114;1;222.69
20210114;2;215.31
20210114;3;219.12
20210114;4;217.64
20210114;5;212.33
20210114;6;234.17
20210114;7;279.28
20210114;8;295.06
20210114;9;315.38
20210114;10;323.66
20210114;11;316.23
20210114;12;321.34
20210114;13;318.97
20210114;14;316.49
20210114;15;310.72
20210114;16;312.38
20210114;17;329.18
20210114;18;328.91
20210114;19;321.51
20210114;20;315.17
20210114;21;298.44
20210114;22;277.95
20210114;23;278.41
20210114;24;256.68
20210115;1;245.64
20210115;2;236.11
20210115;3;231.13
20210115;4;224.24
20210115;5;232.64
20210115;6;245.03
20210115;7;291.27
20210115;8;298.78
20210115;9;326.13
20210115;10;341.26
20210115;11;341.54
20210115;12;347.31
20210115;13;341.85
20210115;14;335.01
20210115;15;326.72
20210115;16;328.00
20210115;17;346.90
20210115;18;346.64
20210115;19;330.11
20210115;20;323.43
20210115;21;299.68
20210115;22;291.44
20210115;23;285.82
20210115;24;266.55
20210116;1;243.54
20210116;2;234.45
20210116;3;228.41
20210116;4;220.41
20210116;5;219.11
20210116;6;221.45
20210116;7;228.59
20210116;8;245.50
20210116;9;266.91
20210116;10;288.72
20210116;11;288.56
20210116;12;288.58
20210116;13;279.81
20210116;14;278.03
20210116;15;270.35
20210116;16;273.22
20210116;17;286.04
20210116;18;296.71
20210116;19;296.68
20210116;20;282.60
20210116;21;264.98
20210116;22;239.42
20210116;23;233.11
20210116;24;219.18
20210117;1;216.46
20210117;2;214.07
20210117;3;210.52
20210117;4;206.56
20210117;5;204.66
20210117;6;200.87
20210117;7;213.44
20210117;8;215.12
20210117;9;222.02
20210117;10;243.80
20210117;11;261.15
20210117;12;270.22
20210117;13;272.60
20210117;14;274.29
20210117;15;274.27
20210117;16;274.26
20210117;17;291.39
20210117;18;308.20
20210117;19;313.02
20210117;20;297.34
20210117;21;277.25
20210117;22;256.42
20210117;23;250.09
20210117;24;227.51
20210118;1;218.18
20210118;2;215.97
20210118;3;213.96
20210118;4;209.70
20210118;5;211.06
20210118;6;227.14
20210118;7;279.72
20210118;8;296.79
20210118;9;335.40
20210118;10;338.94
20210118;11;328.25
20210118;12;321.50
20210118;13;315.11
20210118;14;318.64
20210118;15;312.09
20210118;16;315.10
20210118;17;330.77
20210118;18;340.84
20210118;19;324.81
20210118;20;303.19
20210118;21;275.32
20210118;22;257.48
20210118;23;259.25
20210118;24;227.32
20210119;1;220.02
20210119;2;215.72
20210119;3;212.00
20210119;4;206.65
20210119;5;216.06
20210119;6;217.75
20210119;7;268.79
20210119;8;277.43
20210119;9;301.50
20210119;10;301.08
20210119;11;297.84
20210119;12;306.26
20210119;13;302.94
20210119;14;303.08
20210119;15;286.42
20210119;16;287.15
20210119;17;303.03
20210119;18;308.09
20210119;19;296.54
20210119;20;279.61
20210119;21;256.51
20210119;22;235.62
20210119;23;229.44
20210119;24;216.36
20210120;1;224.26
20210120;2;216.58
20210120;3;209.83
20210120;4;210.69
20210120;5;216.54
20210120;6;222.60
20210120;7;267.72
20210120;8;273.44
20210120;9;283.82
20210120;10;287.34
20210120;11;283.83
20210120;12;287.64
20210120;13;287.31
20210120;14;286.17
20210120;15;275.19
20210120;16;274.81
20210120;17;288.74
20210120;18;287.32
20210120;19;283.89
20210120;20;271.85
20210120;21;259.51
20210120;22;227.02
20210120;23;242.57
20210120;24;222.28
20210121;1;209.25
20210121;2;196.29
20210121;3;190.66
20210121;4;188.53
20210121;5;194.16
20210121;6;210.37
20210121;7;266.16
20210121;8;275.79
20210121;9;277.39
20210121;10;279.59
20210121;11;278.50
20210121;12;279.66
20210121;13;280.05
20210121;14;279.64
20210121;15;278.69
20210121;16;278.64
20210121;17;288.20
20210121;18;288.71
20210121;19;286.84
20210121;20;279.45
20210121;21;262.10
20210121;22;235.11
20210121;23;245.29
20210121;24;225.75
20210122;1;193.76
20210122;2;180.17
20210122;3;177.79
20210122;4;175.15
20210122;5;178.03
20210122;6;192.36
20210122;7;248.80
20210122;8;261.00
20210122;9;265.37
20210122;10;270.50
20210122;11;267.54
20210122;12;270.09
20210122;13;272.74
20210122;14;272.41
20210122;15;272.63
20210122;16;276.74
20210122;17;290.24
20210122;18;297.68
20210122;19;292.27
20210122;20;282.84
20210122;21;275.31
20210122;22;243.90
20210122;23;255.47
20210122;24;219.21
20210123;1;221.56
20210123;2;221.19
20210123;3;220.87
20210123;4;222.91
20210123;5;223.15
20210123;6;222.32
20210123;7;224.38
20210123;8;221.55
20210123;9;242.26
20210123;10;260.26
20210123;11;265.75
20210123;12;265.69
20210123;13;261.76
20210123;14;252.39
20210123;15;240.22
20210123;16;240.88
20210123;17;264.03
20210123;18;286.90
20210123;19;289.68
20210123;20;279.13
20210123;21;259.51
20210123;22;238.04
20210123;23;245.49
20210123;24;227.29
20210124;1;214.93
20210124;2;198.24
20210124;3;193.37
20210124;4;192.49
20210124;5;196.63
20210124;6;185.66
20210124;7;184.77
20210124;8;189.06
20210124;9;212.01
20210124;10;231.69
20210124;11;248.73
20210124;12;265.24
20210124;13;267.22
20210124;14;268.87
20210124;15;267.05
20210124;16;253.67
20210124;17;272.58
20210124;18;288.12
20210124;19;296.57
20210124;20;289.10
20210124;21;273.72
20210124;22;259.28
20210124;23;250.44
20210124;24;218.76
20210125;1;232.21
20210125;2;225.47
20210125;3;222.73
20210125;4;225.22
20210125;5;231.66
20210125;6;252.29
20210125;7;296.23
20210125;8;313.39
20210125;9;344.41
20210125;10;356.99
20210125;11;347.64
20210125;12;336.66
20210125;13;325.68
20210125;14;323.10
20210125;15;311.65
20210125;16;311.17
20210125;17;321.96
20210125;18;339.39
20210125;19;326.62
20210125;20;300.87
20210125;21;288.84
20210125;22;263.98
20210125;23;264.00
20210125;24;234.66
20210126;1;224.96
20210126;2;220.84
20210126;3;206.62
20210126;4;203.19
20210126;5;210.26
20210126;6;225.33
20210126;7;274.40
20210126;8;287.58
20210126;9;305.84
20210126;10;308.20
20210126;11;302.29
20210126;12;299.19
20210126;13;294.16
20210126;14;291.89
20210126;15;289.96
20210126;16;289.89
20210126;17;294.71
20210126;18;307.72
20210126;19;297.19
20210126;20;282.97
20210126;21;272.61
20210126;22;244.85
20210126;23;234.63
20210126;24;219.99
20210127;1;216.01
20210127;2;204.24
20210127;3;200.81
20210127;4;200.90
20210127;5;210.22
20210127;6;217.19
20210127;7;269.11
20210127;8;279.80
20210127;9;299.15
20210127;10;311.28
20210127;11;303.35
20210127;12;309.33
20210127;13;303.95
20210127;14;300.27
20210127;15;298.21
20210127;16;299.11
20210127;17;307.74
20210127;18;324.76
20210127;19;317.46
20210127;20;289.65
20210127;21;275.84
20210127;22;255.03
20210127;23;249.43
20210127;24;223.47
20210128;1;214.90
20210128;2;205.87
20210128;3;201.83
20210128;4;198.60
20210128;5;198.12
20210128;6;214.14
20210128;7;265.10
20210128;8;275.95
20210128;9;289.85
20210128;10;293.64
20210128;11;289.77
20210128;12;291.15
20210128;13;289.99
20210128;14;281.90
20210128;15;278.93
20210128;16;274.30
20210128;17;285.32
20210128;18;291.32
20210128;19;290.41
20210128;20;278.73
20210128;21;268.27
20210128;22;240.10
20210128;23;232.24
20210128;24;214.11
20210129;1;199.55
20210129;2;188.63
20210129;3;182.21
20210129;4;184.60
20210129;5;182.24
20210129;6;203.46
20210129;7;266.20
20210129;8;268.81
20210129;9;274.23
20210129;10;286.34
20210129;11;286.48
20210129;12;288.06
20210129;13;285.14
20210129;14;290.56
20210129;15;283.68
20210129;16;278.01
20210129;17;300.12
20210129;18;309.66
20210129;19;301.95
20210129;20;289.00
20210129;21;273.50
20210129;22;261.27
20210129;23;250.51
20210129;24;223.24
20210130;1;219.87
20210130;2;220.10
20210130;3;220.26
20210130;4;222.49
20210130;5;221.25
20210130;6;221.28
20210130;7;228.52
20210130;8;236.36
20210130;9;256.47
20210130;10;271.00
20210130;11;274.49
20210130;12;275.49
20210130;13;273.65
20210130;14;271.36
20210130;15;267.44
20210130;16;260.75
20210130;17;269.74
20210130;18;278.94
20210130;19;283.95
20210130;20;271.93
20210130;21;260.26
20210130;22;238.62
20210130;23;226.61
20210130;24;221.74
20210131;1;196.26
20210131;2;184.83
20210131;3;183.62
20210131;4;182.69
20210131;5;185.19
20210131;6;183.67
20210131;7;182.35
20210131;8;183.52
20210131;9;195.50
20210131;10;208.41
20210131;11;219.32
20210131;12;225.11
20210131;13;219.41
20210131;14;205.96
20210131;15;204.88
20210131;16;210.78
20210131;17;234.21
20210131;18;268.05
20210131;19;271.61
20210131;20;267.53
20210131;21;248.09
20210131;22;229.24
20210131;23;221.18
20210131;24;200.82
20211001;1;413.69
20211001;2;382.40
20211001;3;363.89
20211001;4;362.76
20211001;5;365.38
20211001;6;394.83
20211001;7;492.00
20211001;8;494.19
20211001;9;571.47
20211001;10;539.59
20211001;11;469.57
20211001;12;441.91
20211001;13;428.45
20211001;14;405.89
20211001;15;411.51
20211001;16;434.96
20211001;17;469.59
20211001;18;527.00
20211001;19;573.70
20211001;20;594.54
20211001;21;540.85
20211001;22;432.47
20211001;23;433.08
20211001;24;386.35
20211002;1;373.95
20211002;2;367.74
20211002;3;350.34
20211002;4;350.69
20211002;5;365.27
20211002;6;371.50
20211002;7;405.76
20211002;8;437.85
20211002;9;490.28
20211002;10;514.04
20211002;11;505.56
20211002;12;496.70
20211002;13;459.53
20211002;14;418.70
20211002;15;390.52
20211002;16;408.13
20211002;17;433.41
20211002;18;506.41
20211002;19;564.22
20211002;20;552.76
20211002;21;474.26
20211002;22;390.78
20211002;23;350.87
20211002;24;318.46
20211003;1;288.01
20211003;2;265.13
20211003;3;252.44
20211003;4;240.71
20211003;5;243.02
20211003;6;239.28
20211003;7;244.75
20211003;8;256.22
20211003;9;270.73
20211003;10;275.56
20211003;11;273.62
20211003;12;261.32
20211003;13;259.27
20211003;14;251.63
20211003;15;251.18
20211003;16;262.34
20211003;17;284.63
20211003;18;319.92
20211003;19;374.33
20211003;20;436.65
20211003;21;414.98
20211003;22;363.15
20211003;23;326.41
20211003;24;309.47
20211004;1;299.11
20211004;2;309.92
20211004;3;316.69
20211004;4;315.37
20211004;5;328.92
20211004;6;381.31
20211004;7;514.78
20211004;8;456.34
20211004;9;555.94
20211004;10;580.93
20211004;11;517.72
20211004;12;475.72
20211004;13;462.09
20211004;14;448.86
20211004;15;449.42
20211004;16;486.74
20211004;17;530.76
20211004;18;591.45
20211004;19;679.58
20211004;20;852.45
20211004;21;694.38
20211004;22;446.67
20211004;23;473.05
20211004;24;436.90
20211005;1;444.30
20211005;2;440.37
20211005;3;429.34
20211005;4;423.92
20211005;5;424.71
20211005;6;443.65
20211005;7;514.48
20211005;8;633.77
20211005;9;663.47
20211005;10;626.35
20211005;11;525.08
20211005;12;457.88
20211005;13;464.98
20211005;14;459.75
20211005;15;445.36
20211005;16;429.62
20211005;17;439.84
20211005;18;502.28
20211005;19;573.89
20211005;20;663.93
20211005;21;524.89
20211005;22;406.19
20211005;23;415.23
20211005;24;379.14
20211006;1;363.45
20211006;2;352.08
20211006;3;344.92
20211006;4;344.86
20211006;5;345.32
20211006;6;385.22
20211006;7;515.15
20211006;8;526.81
20211006;9;607.48
20211006;10;653.56
20211006;11;565.72
20211006;12;576.54
20211006;13;596.09
20211006;14;576.96
20211006;15;553.48
20211006;16;573.91
20211006;17;637.07
20211006;18;693.23
20211006;19;835.81
20211006;20;946.69
20211006;21;780.63
20211006;22;498.53
20211006;23;515.93
20211006;24;458.68
20211007;1;441.37
20211007;2;430.55
20211007;3;425.61
20211007;4;432.36
20211007;5;431.44
20211007;6;446.66
20211007;7;595.77
20211007;8;721.01
20211007;9;795.48
20211007;10;791.40
20211007;11;734.84
20211007;12;702.45
20211007;13;623.41
20211007;14;581.53
20211007;15;571.60
20211007;16;620.67
20211007;17;702.45
20211007;18;850.19
20211007;19;1,021.57
20211007;20;1,100.24
20211007;21;986.07
20211007;22;520.63
20211007;23;558.31
20211007;24;462.59
20211008;1;445.45
20211008;2;435.27
20211008;3;433.56
20211008;4;428.54
20211008;5;435.79
20211008;6;460.17
20211008;7;627.30
20211008;8;701.51
20211008;9;830.78
20211008;10;753.16
20211008;11;697.00
20211008;12;633.89
20211008;13;556.27
20211008;14;539.39
20211008;15;539.26
20211008;16;552.49
20211008;17;588.78
20211008;18;760.37
20211008;19;900.80
20211008;20;988.41
20211008;21;857.13
20211008;22;494.09
20211008;23;540.66
20211008;24;466.24
20211009;1;423.77
20211009;2;418.87
20211009;3;422.00
20211009;4;413.81
20211009;5;425.97
20211009;6;429.42
20211009;7;496.64
20211009;8;565.16
20211009;9;681.02
20211009;10;704.96
20211009;11;593.83
20211009;12;512.09
20211009;13;435.30
20211009;14;388.48
20211009;15;377.53
20211009;16;430.38
20211009;17;521.64
20211009;18;698.65
20211009;19;787.40
20211009;20;953.81
20211009;21;762.36
20211009;22;528.55
20211009;23;446.36
20211009;24;420.49
20211010;1;383.72
20211010;2;348.91
20211010;3;323.87
20211010;4;325.86
20211010;5;335.24
20211010;6;359.20
20211010;7;341.48
20211010;8;386.60
20211010;9;414.88
20211010;10;438.48
20211010;11;418.71
20211010;12;373.80
20211010;13;357.33
20211010;14;358.49
20211010;15;322.84
20211010;16;383.67
20211010;17;427.71
20211010;18;507.29
20211010;19;756.05
20211010;20;814.39
20211010;21;665.15
20211010;22;493.60
20211010;23;433.03
20211010;24;399.34
20211011;1;411.45
20211011;2;407.53
20211011;3;398.47
20211011;4;407.44
20211011;5;410.18
20211011;6;433.82
20211011;7;519.34
20211011;8;521.74
20211011;9;635.62
20211011;10;569.70
20211011;11;493.79
20211011;12;490.45
20211011;13;493.72
20211011;14;482.42
20211011;15;481.59
20211011;16;499.50
20211011;17;543.14
20211011;18;701.53
20211011;19;858.85
20211011;20;981.14
20211011;21;712.59
20211011;22;444.49
20211011;23;492.88
20211011;24;423.03
20211012;1;412.53
20211012;2;392.80
20211012;3;389.22
20211012;4;373.95
20211012;5;374.87
20211012;6;424.93
20211012;7;526.86
20211012;8;513.31
20211012;9;685.39
20211012;10;666.38
20211012;11;551.23
20211012;12;551.22
20211012;13;506.68
20211012;14;509.11
20211012;15;507.11
20211012;16;560.25
20211012;17;648.48
20211012;18;717.61
20211012;19;1,013.56
20211012;20;1,068.58
20211012;21;875.50
20211012;22;500.10
20211012;23;529.31
20211012;24;458.54
20211013;1;438.43
20211013;2;433.79
20211013;3;424.46
20211013;4;425.91
20211013;5;423.27
20211013;6;449.61
20211013;7;549.56
20211013;8;657.86
