Data;Time;RCE
20220117;23;663.17
20220117;24;501.39
20220118;1;418.89
20220118;2;415.78
20220118;3;409.56
20220118;4;421.35
20220118;5;436.75
20220118;6;512.20
20220118;7;740.04
20220118;8;736.53
20220118;9;1,016.01
20220118;10;1,053.14
20220118;11;1,000.04
20220118;12;992.53
20220118;13;965.74
20220118;14;977.83
20220118;15;1,099.75
20220118;16;1,150.88
20220118;17;1,217.50
20220118;18;1,337.87
20220118;19;1,289.44
20220118;20;1,134.15
20220118;21;918.07
20220118;22;521.22
20220118;23;708.01
20220118;24;557.57
20220119;1;527.12
20220119;2;453.41
20220119;3;421.20
20220119;4;425.11
20220119;5;449.24
20220119;6;533.69
20220119;7;649.98
20220119;8;554.17
20220119;9;753.59
20220119;10;752.29
20220119;11;666.71
20220119;12;687.74
20220119;13;680.13
20220119;14;680.87
20220119;15;654.90
20220119;16;639.00
20220119;17;666.99
20220119;18;600.32
20220119;19;527.96
20220119;20;517.39
20220119;21;491.12
20220119;22;445.97
20220119;23;447.62
20220119;24;410.23
20220120;1;361.24
20220120;2;318.87
20220120;3;302.18
20220120;4;295.71
20220120;5;311.05
20220120;6;395.04
20220120;7;460.36
20220120;8;509.06
20220120;9;518.09
20220120;10;533.21
20220120;11;526.83
20220120;12;515.73
20220120;13;528.78
20220120;14;534.13
20220120;15;515.26
20220120;16;502.25
20220120;17;507.62
20220120;18;528.48
20220120;19;528.31
20220120;20;507.94
20220120;21;482.06
20220120;22;421.16
20220120;23;441.66
20220120;24;403.38
20220121;1;364.72
20220121;2;333.01
20220121;3;315.53
20220121;4;313.21
20220121;5;348.87
20220121;6;392.58
20220121;7;498.94
20220121;8;492.64
20220121;9;507.34
20220121;10;512.63
20220121;11;507.85
20220121;12;506.57
20220121;13;505.50
20220121;14;504.79
20220121;15;513.47
20220121;16;513.96
20220121;17;549.34
20220121;18;545.99
20220121;19;525.70
20220121;20;522.96
20220121;21;518.13
20220121;22;502.19
20220121;23;574.19
20220121;24;500.68
20220122;1;532.78
20220122;2;510.16
20220122;3;501.78
20220122;4;497.85
20220122;5;511.62
20220122;6;530.26
20220122;7;524.51
20220122;8;579.19
20220122;9;591.87
20220122;10;791.79
20220122;11;846.47
20220122;12;867.17
20220122;13;859.24
20220122;14;866.58
20220122;15;799.84
20220122;16;838.96
20220122;17;884.76
20220122;18;982.14
20220122;19;986.39
20220122;20;963.24
20220122;21;881.13
20220122;22;823.17
20220122;23;727.82
20220122;24;601.57
20220123;1;521.37
20220123;2;477.12
20220123;3;434.48
20220123;4;431.69
20220123;5;435.52
20220123;6;464.65
20220123;7;494.15
20220123;8;533.16
20220123;9;629.62
20220123;10;718.26
20220123;11;852.13
20220123;12;853.93
20220123;13;845.54
20220123;14;862.94
20220123;15;839.36
20220123;16;859.58
20220123;17;899.63
20220123;18;993.27
20220123;19;1,016.26
20220123;20;1,019.97
20220123;21;905.81
20220123;22;805.27
20220123;23;658.20
20220123;24;566.38
20220124;1;589.93
20220124;2;546.25
20220124;3;537.88
20220124;4;534.55
20220124;5;556.70
20220124;6;613.47
20220124;7;1,048.11
20220124;8;903.70
20220124;9;1,048.61
20220124;10;1,128.37
20220124;11;1,013.94
20220124;12;1,010.46
20220124;13;1,010.07
20220124;14;1,009.85
20220124;15;1,020.72
20220124;16;1,017.75
20220124;17;1,165.58
20220124;18;1,241.72
20220124;19;1,085.46
20220124;20;995.68
20220124;21;891.34
20220124;22;731.00
20220124;23;833.88
20220124;24;691.42
20220125;1;632.13
20220125;2;591.10
20220125;3;566.43
20220125;4;565.33
20220125;5;578.59
20220125;6;649.75
20220125;7;870.01
20220125;8;656.42
20220125;9;923.41
20220125;10;929.47
20220125;11;872.93
20220125;12;934.28
20220125;13;929.49
20220125;14;942.68
20220125;15;956.33
20220125;16;1,001.69
20220125;17;1,016.97
20220125;18;1,126.43
20220125;19;1,014.73
20220125;20;1,016.47
20220125;21;906.50
20220125;22;692.73
20220125;23;861.60
20220125;24;712.58
20220126;1;690.81
20220126;2;647.30
20220126;3;620.73
20220126;4;608.59
20220126;5;658.67
20220126;6;789.84
20220126;7;1,057.25
20220126;8;1,027.90
20220126;9;1,203.89
20220126;10;1,209.77
20220126;11;955.38
20220126;12;896.09
20220126;13;854.79
20220126;14;814.93
20220126;15;745.81
20220126;16;711.76
20220126;17;750.60
20220126;18;744.29
20220126;19;637.60
20220126;20;596.84
20220126;21;528.54
20220126;22;553.90
20220126;23;618.41
20220126;24;471.29
20220127;1;450.98
20220127;2;448.71
20220127;3;423.09
20220127;4;417.03
20220127;5;418.29
20220127;6;449.87
20220127;7;603.87
20220127;8;518.64
20220127;9;549.20
20220127;10;549.03
20220127;11;545.61
20220127;12;539.30
20220127;13;546.76
20220127;14;546.79
20220127;15;539.82
20220127;16;547.91
20220127;17;548.72
20220127;18;549.16
20220127;19;549.63
20220127;20;548.51
20220127;21;511.42
20220127;22;452.68
20220127;23;453.16
20220127;24;411.81
20220128;1;388.96
20220128;2;345.69
20220128;3;303.35
20220128;4;308.45
20220128;5;339.15
20220128;6;419.19
20220128;7;555.50
20220128;8;517.68
20220128;9;549.30
20220128;10;551.17
20220128;11;550.14
20220128;12;549.14
20220128;13;547.27
20220128;14;549.46
20220128;15;548.53
20220128;16;550.06
20220128;17;554.31
20220128;18;591.18
20220128;19;574.39
20220128;20;557.94
20220128;21;550.70
20220128;22;533.18
20220128;23;641.97
20220128;24;568.73
20220129;1;574.68
20220129;2;527.68
20220129;3;495.02
20220129;4;474.68
20220129;5;479.82
20220129;6;483.94
20220129;7;518.41
20220129;8;592.02
20220129;9;584.29
20220129;10;613.77
20220129;11;612.64
20220129;12;599.65
20220129;13;566.80
20220129;14;557.14
20220129;15;516.64
20220129;16;543.14
20220129;17;567.44
20220129;18;601.85
20220129;19;575.64
20220129;20;534.90
20220129;21;460.74
20220129;22;440.55
20220129;23;404.48
20220129;24;365.11
20220130;1;261.34
20220130;2;208.68
20220130;3;174.15
20220130;4;164.63
20220130;5;169.70
20220130;6;186.11
20220130;7;243.86
20220130;8;271.13
20220130;9;331.06
20220130;10;401.92
20220130;11;415.33
20220130;12;413.95
20220130;13;407.94
20220130;14;408.48
20220130;15;410.75
20220130;16;413.34
20220130;17;451.00
20220130;18;476.46
20220130;19;497.91
20220130;20;493.66
20220130;21;488.62
20220130;22;456.88
20220130;23;414.66
20220130;24;360.84
20220131;1;383.14
20220131;2;363.37
20220131;3;363.53
20220131;4;393.88
20220131;5;436.15
20220131;6;551.48
20220131;7;878.54
20220131;8;816.67
20220131;9;1,153.84
20220131;10;1,262.10
20220131;11;1,187.01
20220131;12;1,179.97
20220131;13;1,196.96
20220131;14;1,245.02
20220131;15;1,257.27
20220131;16;1,297.51
20220131;17;1,323.89
20220131;18;1,387.77
20220131;19;1,278.59
20220131;20;1,240.40
20220131;21;1,103.12
20220131;22;765.91
20220131;23;864.26
20220131;24;727.61
20221001;1;918.16
20221001;2;734.71
20221001;3;597.30
20221001;4;593.80
20221001;5;558.25
20221001;6;616.72
20221001;7;619.28
20221001;8;714.29
20221001;9;812.72
20221001;10;683.84
20221001;11;590.77
20221001;12;528.94
20221001;13;503.21
20221001;14;489.50
20221001;15;501.56
20221001;16;507.97
20221001;17;677.74
20221001;18;893.04
20221001;19;1,020.24
20221001;20;1,017.65
20221001;21;1,000.29
20221001;22;900.34
20221001;23;491.97
20221001;24;471.65
20221002;1;341.12
20221002;2;335.60
20221002;3;317.21
20221002;4;299.55
20221002;5;301.63
20221002;6;304.84
20221002;7;278.63
20221002;8;297.36
20221002;9;350.38
20221002;10;350.77
20221002;11;323.59
20221002;12;320.06
20221002;13;301.03
20221002;14;295.45
20221002;15;292.99
20221002;16;315.14
20221002;17;376.97
20221002;18;386.68
20221002;19;441.91
20221002;20;616.44
20221002;21;489.42
20221002;22;388.23
20221002;23;369.07
20221002;24;356.53
20221003;1;388.93
20221003;2;386.08
20221003;3;370.63
20221003;4;364.29
20221003;5;389.19
20221003;6;415.05
20221003;7;348.65
20221003;8;465.90
20221003;9;502.98
20221003;10;502.40
20221003;11;488.17
20221003;12;443.93
20221003;13;470.31
20221003;14;460.45
20221003;15;414.78
20221003;16;475.40
20221003;17;501.75
20221003;18;519.09
20221003;19;603.17
20221003;20;800.35
20221003;21;656.91
20221003;22;513.98
20221003;23;538.50
20221003;24;479.63
20221004;1;508.23
20221004;2;529.80
20221004;3;531.01
20221004;4;539.87
20221004;5;530.38
20221004;6;521.03
20221004;7;704.38
20221004;8;830.68
20221004;9;884.08
20221004;10;731.13
20221004;11;535.59
20221004;12;510.00
20221004;13;503.96
20221004;14;509.82
20221004;15;513.90
20221004;16;639.49
20221004;17;869.16
20221004;18;1,013.11
20221004;19;1,078.47
20221004;20;1,318.98
20221004;21;1,087.17
20221004;22;973.56
20221004;23;896.95
20221004;24;587.28
20221005;1;559.50
20221005;2;491.21
20221005;3;486.63
20221005;4;487.08
20221005;5;488.28
20221005;6;526.77
20221005;7;847.25
20221005;8;732.87
20221005;9;786.20
20221005;10;735.23
20221005;11;708.75
20221005;12;654.97
20221005;13;574.74
20221005;14;581.18
20221005;15;584.14
20221005;16;650.43
20221005;17;738.84
20221005;18;736.23
20221005;19;751.28
20221005;20;843.74
20221005;21;670.63
20221005;22;504.39
20221005;23;498.44
20221005;24;419.90
20221006;1;357.79
20221006;2;358.90
20221006;3;358.66
20221006;4;371.91
20221006;5;357.20
20221006;6;344.30
20221006;7;488.16
20221006;8;490.81
20221006;9;495.66
20221006;10;405.90
20221006;11;372.38
20221006;12;344.24
20221006;13;344.43
20221006;14;334.65
20221006;15;343.79
20221006;16;396.52
20221006;17;503.34
20221006;18;652.93
20221006;19;710.22
20221006;20;788.99
20221006;21;710.45
20221006;22;625.30
20221006;23;693.07
20221006;24;504.15
20221007;1;511.29
20221007;2;511.44
20221007;3;523.96
20221007;4;523.22
20221007;5;510.73
20221007;6;652.35
20221007;7;885.62
20221007;8;847.82
20221007;9;703.38
20221007;10;647.05
20221007;11;493.20
20221007;12;480.01
20221007;13;467.32
20221007;14;441.03
20221007;15;463.35
20221007;16;552.07
20221007;17;725.90
20221007;18;832.76
20221007;19;823.71
20221007;20;838.96
20221007;21;756.10
20221007;22;604.54
20221007;23;632.09
20221007;24;534.45
20221008;1;671.93
20221008;2;571.86
20221008;3;528.87
20221008;4;534.37
20221008;5;558.53
20221008;6;585.18
20221008;7;511.76
20221008;8;683.36
20221008;9;758.19
20221008;10;730.40
20221008;11;596.53
20221008;12;515.05
20221008;13;486.09
20221008;14;459.44
20221008;15;461.74
20221008;16;511.25
20221008;17;634.73
20221008;18;763.08
20221008;19;974.01
20221008;20;1,034.57
20221008;21;894.81
20221008;22;729.36
20221008;23;500.27
20221008;24;475.37
20221009;1;380.78
20221009;2;380.43
20221009;3;379.18
20221009;4;372.40
20221009;5;383.26
20221009;6;386.82
20221009;7;390.02
20221009;8;458.13
20221009;9;465.12
20221009;10;456.97
20221009;11;385.59
20221009;12;364.97
20221009;13;352.10
20221009;14;365.99
20221009;15;390.17
20221009;16;471.90
20221009;17;615.01
20221009;18;822.39
20221009;19;950.97
20221009;20;1,012.94
20221009;21;956.04
20221009;22;699.17
20221009;23;594.07
20221009;24;456.57
20221010;1;485.71
20221010;2;413.70
20221010;3;416.49
20221010;4;402.53
20221010;5;403.27
20221010;6;432.90
20221010;7;636.83
20221010;8;629.12
20221010;9;627.91
20221010;10;521.08
20221010;11;434.15
20221010;12;398.82
20221010;13;401.41
20221010;14;392.55
20221010;15;399.62
20221010;16;410.69
20221010;17;516.13
20221010;18;617.86
20221010;19;635.61
20221010;20;649.24
20221010;21;627.50
20221010;22;509.73
20221010;23;497.50
20221010;24;446.83
20221011;1;484.94
20221011;2;488.82
20221011;3;492.27
20221011;4;491.47
20221011;5;595.61
20221011;6;535.23
20221011;7;869.77
20221011;8;851.23
20221011;9;889.40
20221011;10;780.79
20221011;11;648.79
20221011;12;557.08
20221011;13;502.05
20221011;14;486.77
20221011;15;508.27
20221011;16;603.08
20221011;17;761.58
20221011;18;902.28
20221011;19;975.08
20221011;20;1,106.85
20221011;21;983.56
20221011;22;896.35
20221011;23;905.21
20221011;24;781.95
20221012;1;952.10
20221012;2;951.84
20221012;3;947.46
20221012;4;948.16
20221012;5;957.00
20221012;6;950.36
20221012;7;1,059.26
20221012;8;1,238.85
20221012;9;1,236.45
20221012;10;999.81
20221012;11;851.11
20221012;12;778.91
20221012;13;738.04
20221012;14;742.45
20221012;15;817.40
20221012;16;966.59
20221012;17;970.59
20221012;18;1,102.38
20221012;19;1,392.05
20221012;20;1,630.95
20221012;21;1,174.22
20221012;22;973.23
20221012;23;970.39
20221012;24;910.70
20221013;1;752.92
20221013;2;719.62
20221013;3;701.14
20221013;4;698.99
20221013;5;708.36
20221013;6;753.30
20221013;7;900.47
20221013;8;847.28
20221013;9;767.05
20221013;10;688.46
20221013;11;590.75
20221013;12;517.64
20221013;13;506.18
20221013;14;488.96
20221013;15;554.41
20221013;16;688.58
20221013;17;776.16
20221013;18;874.43
20221013;19;930.58
20221013;20;925.96
20221013;21;852.96
20221013;22;710.89
20221013;23;739.98
20221013;24;683.86
20221014;1;710.07
20221014;2;688.84
20221014;3;681.24
20221014;4;698.77
20221014;5;722.91
20221014;6;758.62
20221014;7;947.14
20221014;8;964.58
20221014;9;949.03
20221014;10;893.21
20221014;11;829.28
20221014;12;770.84
20221014;13;744.02
20221014;14;747.22
20221014;15;764.95
20221014;16;810.46
20221014;17;932.98
20221014;18;985.21
20221014;19;1,047.67
20221014;20;1,109.33
20221014;21;976.08
20221014;22;747.30
20221014;23;753.73
20221014;24;690.05
20221015;1;720.46
20221015;2;692.16
20221015;3;691.88
20221015;4;663.95
20221015;5;656.80
20221015;6;648.33
20221015;7;664.98
20221015;8;683.23
20221015;9;732.93
20221015;10;732.55
20221015;11;698.48
20221015;12;688.30
20221015;13;660.08
20221015;14;637.40
20221015;15;653.55
20221015;16;698.67
20221015;17;750.16
20221015;18;815.04
20221015;19;875.45
20221015;20;898.63
20221015;21;815.09
20221015;22;696.87
20221015;23;625.55
20221015;24;524.14
20221016;1;402.31
20221016;2;403.60
20221016;3;401.24
20221016;4;398.08
20221016;5;410.61
20221016;6;406.68
20221016;7;423.34
20221016;8;496.79
20221016;9;510.02
20221016;10;514.04
20221016;11;487.94
20221016;12;463.01
20221016;13;427.83
20221016;14;405.66
20221016;15;410.18
20221016;16;423.78
20221016;17;651.88
20221016;18;689.91
20221016;19;740.41
20221016;20;792.16
20221016;21;738.09
20221016;22;710.07
20221016;23;688.85
20221016;24;622.83
20221017;1;646.19
20221017;2;627.22
20221017;3;642.96
20221017;4;632.56
20221017;5;640.33
20221017;6;771.40
20221017;7;964.09
20221017;8;969.40
20221017;9;943.79
20221017;10;789.99
20221017;11;675.55
20221017;12;634.96
20221017;13;587.70
20221017;14;589.06
20221017;15;592.14
20221017;16;660.72
20221017;17;733.71
20221017;18;752.32
20221017;19;777.97
20221017;20;762.51
20221017;21;700.97
20221017;22;588.21
20221017;23;600.32
20221017;24;537.31
20221018;1;611.90
20221018;2;618.28
20221018;3;612.58
20221018;4;642.77
20221018;5;642.51
20221018;6;740.91
20221018;7;844.49
20221018;8;864.30
20221018;9;892.13
20221018;10;828.21
20221018;11;750.85
20221018;12;732.26
20221018;13;717.48
20221018;14;708.74
20221018;15;722.89
20221018;16;754.98
20221018;17;803.76
20221018;18;857.13
20221018;19;893.32
20221018;20;905.63
20221018;21;830.00
20221018;22;687.65
20221018;23;689.70
20221018;24;551.78
20221019;1;533.62
20221019;2;536.61
20221019;3;535.44
20221019;4;534.83
20221019;5;528.51
20221019;6;584.83
20221019;7;718.72
20221019;8;740.25
20221019;9;754.28
20221019;10;691.18
20221019;11;599.55
20221019;12;568.52
20221019;13;540.74
20221019;14;537.99
20221019;15;574.72
20221019;16;646.31
20221019;17;696.08
20221019;18;771.09
20221019;19;925.01
20221019;20;924.40
20221019;21;900.62
20221019;22;818.39
20221019;23;795.65
20221019;24;707.07
20221020;1;717.23
20221020;2;659.23
20221020;3;658.97
20221020;4;655.30
20221020;5;659.79
20221020;6;730.45
20221020;7;898.22
20221020;8;896.44
20221020;9;896.40
20221020;10;754.98
20221020;11;656.82
20221020;12;583.66
20221020;13;526.68
20221020;14;552.47
20221020;15;640.72
20221020;16;676.29
20221020;17;749.86
20221020;18;813.30
20221020;19;888.26
20221020;20;875.04
20221020;21;742.10
20221020;22;608.67
20221020;23;598.88
20221020;24;500.41
20221021;1;580.53
20221021;2;541.21
20221021;3;525.25
20221021;4;516.29
20221021;5;532.47
20221021;6;611.28
20221021;7;694.43
20221021;8;688.29
20221021;9;715.55
20221021;10;693.71
20221021;11;665.18
20221021;12;695.02
20221021;13;698.26
20221021;14;753.94
20221021;15;756.57
20221021;16;773.85
20221021;17;803.70
20221021;18;803.63
20221021;19;812.35
20221021;20;838.62
20221021;21;799.22
20221021;22;749.53
20221021;23;778.69
20221021;24;655.76
20221022;1;733.04
20221022;2;728.91
20221022;3;729.51
20221022;4;730.04
20221022;5;732.13
20221022;6;722.19
20221022;7;691.37
20221022;8;795.64
20221022;9;890.50
20221022;10;897.16
20221022;11;913.30
20221022;12;897.68
20221022;13;878.67
20221022;14;851.84
20221022;15;822.31
20221022;16;805.62
20221022;17;859.57
20221022;18;914.26
20221022;19;932.20
20221022;20;934.32
20221022;21;897.63
20221022;22;726.89
20221022;23;690.12
20221022;24;634.99
20221023;1;532.39
20221023;2;507.23
20221023;3;445.74
20221023;4;445.71
20221023;5;508.73
20221023;6;538.02
20221023;7;500.30
20221023;8;518.81
20221023;9;590.32
20221023;10;569.70
20221023;11;505.14
20221023;12;447.24
20221023;13;399.66
20221023;14;385.34
20221023;15;388.99
20221023;16;507.50
20221023;17;613.11
20221023;18;720.57
20221023;19;786.81
20221023;20;842.32
20221023;21;740.32
20221023;22;680.91
20221023;23;618.37
20221023;24;533.18
20221024;1;453.52
20221024;2;434.36
20221024;3;432.38
20221024;4;434.77
20221024;5;468.09
20221024;6;500.28
20221024;7;750.67
20221024;8;748.17
20221024;9;796.83
20221024;10;756.73
20221024;11;714.18
20221024;12;694.38
20221024;13;668.48
20221024;14;668.12
20221024;15;707.15
20221024;16;750.66
20221024;17;800.36
20221024;18;793.90
20221024;19;800.85
20221024;20;799.57
20221024;21;721.42
20221024;22;649.98
20221024;23;639.71
20221024;24;545.65
20221025;1;420.90
20221025;2;449.87
20221025;3;461.67
20221025;4;461.11
20221025;5;480.39
20221025;6;555.85
20221025;7;795.64
20221025;8;765.27
20221025;9;780.04
20221025;10;760.99
20221025;11;714.45
20221025;12;696.68
20221025;13;691.14
20221025;14;693.21
20221025;15;693.47
20221025;16;692.37
20221025;17;725.98
20221025;18;781.67
20221025;19;825.19
20221025;20;823.75
20221025;21;754.64
20221025;22;662.20
20221025;23;635.05
20221025;24;525.12
20221026;1;510.62
20221026;2;508.47
20221026;3;510.61
20221026;4;511.60
20221026;5;549.33
20221026;6;643.10
20221026;7;771.59
20221026;8;753.71
20221026;9;767.60
20221026;10;716.73
20221026;11;662.32
20221026;12;631.01
20221026;13;610.56
20221026;14;624.82
20221026;15;628.18
20221026;16;709.36
20221026;17;775.95
20221026;18;815.78
20221026;19;877.90
20221026;20;872.27
20221026;21;831.87
20221026;22;708.62
20221026;23;695.47
20221026;24;628.40
20221027;1;620.09
20221027;2;586.85
20221027;3;571.79
20221027;4;575.88
20221027;5;598.67
20221027;6;673.08
20221027;7;820.16
20221027;8;808.40
20221027;9;807.65
20221027;10;758.81
20221027;11;679.93
20221027;12;680.02
20221027;13;676.61
20221027;14;677.18
20221027;15;687.25
20221027;16;748.63
20221027;17;798.50
20221027;18;808.24
20221027;19;846.18
20221027;20;837.03
20221027;21;806.21
20221027;22;684.52
20221027;23;661.25
20221027;24;604.99
20221028;1;575.82
20221028;2;552.60
20221028;3;526.44
20221028;4;525.58
20221028;5;526.45
20221028;6;634.14
20221028;7;729.21
20221028;8;722.78
20221028;9;743.19
20221028;10;731.78
20221028;11;673.37
20221028;12;662.94
20221028;13;620.40
20221028;14;591.43
20221028;15;611.35
20221028;16;674.97
20221028;17;717.74
20221028;18;726.48
20221028;19;735.51
20221028;20;693.21
20221028;21;641.47
20221028;22;519.54
20221028;23;523.44
20221028;24;450.10
20221029;1;426.62
20221029;2;429.02
20221029;3;419.59
20221029;4;417.14
20221029;5;426.45
20221029;6;414.15
20221029;7;425.41
20221029;8;453.78
20221029;9;529.78
20221029;10;530.18
20221029;11;522.82
20221029;12;500.17
20221029;13;467.68
20221029;14;496.54
20221029;15;506.46
20221029;16;523.28
20221029;17;602.62
20221029;18;644.58
20221029;19;727.52
20221029;20;724.33
20221029;21;637.98
20221029;22;544.04
20221029;23;519.86
20221029;24;496.06
20221030;1;463.46
20221030;2;436.39
20221030;2A;434.45
20221030;3;431.59
20221030;4;451.11
20221030;5;466.55
20221030;6;508.35
20221030;7;500.33
20221030;8;515.65
20221030;9;521.30
20221030;10;501.13
20221030;11;439.48
20221030;12;435.37
20221030;13;435.08
20221030;14;440.34
20221030;15;452.70
20221030;16;535.57
20221030;17;684.06
20221030;18;712.98
20221030;19;717.24
20221030;20;717.05
20221030;21;698.91
20221030;22;670.46
20221030;23;589.59
20221030;24;513.92
20221031;1;532.21
20221031;2;513.02
20221031;3;511.01
20221031;4;507.85
20221031;5;510.63
20221031;6;566.24
20221031;7;766.58
20221031;8;703.72
20221031;9;708.80
20221031;10;603.20
20221031;11;559.09
20221031;12;516.31
20221031;13;516.79
20221031;14;571.13
20221031;15;649.91
20221031;16;765.91
20221031;17;797.15
20221031;18;810.33
20221031;19;796.32
20221031;20;796.97
20221031;21;739.88
20221031;22;641.82
20221031;23;646.73
20221031;24;530.05
20221101;1;557.96
20221101;2;509.53
20221101;3;498.72
20221101;4;469.07
20221101;5;473.05
20221101;6;459.71
20221101;7;483.84
20221101;8;502.02
20221101;9;499.36
20221101;10;471.76
20221101;11;461.20
20221101;12;436.66
20221101;13;433.52
20221101;14;458.22
20221101;15;464.38
20221101;16;496.78
20221101;17;591.12
20221101;18;605.51
20221101;19;613.79
20221101;20;588.45
20221101;21;555.14
20221101;22;486.96
20221101;23;439.01
20221101;24;396.38
20221102;1;472.71
20221102;2;461.55
20221102;3;461.65
20221102;4;489.87
20221102;5;479.26
20221102;6;509.51
20221102;7;750.74
20221102;8;746.45
20221102;9;746.37
20221102;10;684.87
20221102;11;629.17
20221102;12;622.33
20221102;13;586.86
20221102;14;625.53
20221102;15;608.15
20221102;16;755.05
20221102;17;767.76
20221102;18;747.03
20221102;19;716.55
20221102;20;690.83
20221102;21;624.21
20221102;22;504.03
20221102;23;506.68
20221102;24;465.22
20221103;1;483.70
20221103;2;475.06
20221103;3;471.67
20221103;4;492.69
20221103;5;501.62
20221103;6;592.11
20221103;7;775.56
20221103;8;734.62
20221103;9;726.09
20221103;10;623.17
20221103;11;557.15
20221103;12;549.21
20221103;13;553.78
20221103;14;593.51
20221103;15;660.61
20221103;16;728.27
20221103;17;767.35
20221103;18;762.13
20221103;19;701.96
20221103;20;652.03
20221103;21;549.41
20221103;22;465.20
20221103;23;452.09
20221103;24;427.29
20221104;1;451.23
20221104;2;438.94
20221104;3;430.24
20221104;4;441.18
20221104;5;452.90
20221104;6;497.61
20221104;7;651.05
20221104;8;670.02
20221104;9;690.02
20221104;10;696.89
20221104;11;663.23
20221104;12;668.06
20221104;13;665.38
20221104;14;680.34
20221104;15;686.95
20221104;16;707.30
20221104;17;728.17
20221104;18;743.02
20221104;19;736.59
20221104;20;740.16
20221104;21;702.75
20221104;22;584.17
20221104;23;558.80
20221104;24;526.61
20221105;1;545.20
20221105;2;520.57
20221105;3;521.86
20221105;4;520.62
20221105;5;521.99
20221105;6;523.73
20221105;7;548.13
20221105;8;629.75
20221105;9;691.94
20221105;10;722.44
20221105;11;716.56
20221105;12;693.87
20221105;13;681.96
20221105;14;648.73
20221105;15;685.97
20221105;16;716.18
20221105;17;775.48
20221105;18;834.18
20221105;19;800.99
20221105;20;788.43
20221105;21;709.50
20221105;22;594.45
20221105;23;518.71
20221105;24;499.01
20221106;1;454.42
20221106;2;439.45
20221106;3;436.54
20221106;4;436.26
20221106;5;428.43
20221106;6;439.92
20221106;7;442.55
20221106;8;466.63
20221106;9;456.56
20221106;10;453.48
20221106;11;411.95
20221106;12;423.81
20221106;13;427.20
20221106;14;437.17
20221106;15;461.04
20221106;16;503.46
20221106;17;554.26
20221106;18;601.64
20221106;19;590.95
20221106;20;546.76
20221106;21;454.38
20221106;22;405.87
20221106;23;387.09
20221106;24;384.97
20221107;1;388.52
20221107;2;378.76
20221107;3;376.46
20221107;4;386.10
20221107;5;398.02
20221107;6;420.81
20221107;7;575.33
20221107;8;627.04
20221107;9;711.00
20221107;10;705.24
20221107;11;632.47
20221107;12;624.44
20221107;13;615.99
20221107;14;668.21
20221107;15;723.93
20221107;16;747.12
20221107;17;748.40
20221107;18;748.04
20221107;19;724.62
20221107;20;729.73
20221107;21;651.00
20221107;22;519.82
20221107;23;554.59
20221107;24;504.46
20221108;1;453.01
20221108;2;452.34
20221108;3;451.91
20221108;4;456.15
20221108;5;499.22
20221108;6;526.58
20221108;7;737.30
20221108;8;750.05
20221108;9;738.98
20221108;10;678.96
20221108;11;627.14
20221108;12;617.81
20221108;13;630.03
20221108;14;678.61
20221108;15;735.62
20221108;16;767.27
20221108;17;761.96
20221108;18;744.94
20221108;19;732.43
20221108;20;683.83
20221108;21;633.33
20221108;22;530.12
20221108;23;532.27
20221108;24;451.17
20221109;1;462.76
20221109;2;450.84
20221109;3;449.40
20221109;4;451.59
20221109;5;465.52
20221109;6;538.24
20221109;7;719.01
20221109;8;709.64
20221109;9;709.90
20221109;10;691.58
20221109;11;657.16
20221109;12;679.22
20221109;13;719.49
20221109;14;758.09
20221109;15;769.78
20221109;16;773.46
20221109;17;784.15
20221109;18;798.42
20221109;19;786.81
20221109;20;786.08
20221109;21;772.68
20221109;22;675.52
20221109;23;762.36
20221109;24;622.07
20221110;1;615.74
20221110;2;549.02
20221110;3;534.34
20221110;4;535.36
20221110;5;597.18
20221110;6;693.04
20221110;7;768.37
20221110;8;773.58
20221110;9;798.49
20221110;10;773.96
20221110;11;738.01
20221110;12;734.33
20221110;13;731.20
20221110;14;751.71
20221110;15;773.38
20221110;16;800.02
20221110;17;817.86
20221110;18;833.92
20221110;19;836.37
20221110;20;794.38
20221110;21;768.74
20221110;22;680.00
20221110;23;731.27
20221110;24;544.84
20221111;1;529.66
20221111;2;504.37
20221111;3;500.67
20221111;4;501.36
20221111;5;498.13
20221111;6;491.68
20221111;7;520.14
20221111;8;568.86
20221111;9;607.35
20221111;10;592.31
20221111;11;534.38
20221111;12;534.33
20221111;13;549.76
20221111;14;605.80
20221111;15;679.03
20221111;16;705.17
20221111;17;724.91
20221111;18;725.26
20221111;19;722.46
20221111;20;715.86
20221111;21;714.73
20221111;22;661.69
20221111;23;607.57
20221111;24;532.09
20221112;1;572.60
20221112;2;563.41
20221112;3;557.62
20221112;4;564.04
20221112;5;584.68
20221112;6;617.13
20221112;7;669.17
20221112;8;715.88
20221112;9;728.09
20221112;10;743.53
20221112;11;730.07
20221112;12;724.74
20221112;13;731.68
20221112;14;750.77
20221112;15;792.16
20221112;16;902.46
20221112;17;993.93
20221112;18;1,001.97
20221112;19;1,008.50
20221112;20;994.75
20221112;21;948.72
20221112;22;823.43
20221112;23;740.27
20221112;24;635.66
20221113;1;718.59
20221113;2;695.97
20221113;3;686.14
20221113;4;662.33
20221113;5;662.70
20221113;6;673.95
20221113;7;677.74
20221113;8;684.69
20221113;9;704.79
20221113;10;714.94
20221113;11;710.48
20221113;12;703.33
20221113;13;706.01
20221113;14;724.17
