time,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),surface_solar_radiation (W/m^2)
2020-12-03 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.02,0.0
2020-12-03 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.46,0.0
2020-12-03 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.88,0.0
2020-12-03 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.88,0.0
2020-12-04 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.94,0.0
2020-12-04 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.16,0.0
2020-12-04 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.08,0.0
2020-12-04 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.95,0.0
2020-12-04 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.22,0.0
2020-12-04 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.37,0.0
2020-12-04 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.17,0.0
2020-12-04 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.4,4.26
2020-12-04 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.04,48.76
2020-12-04 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.98,58.16
2020-12-04 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.25,70.56
2020-12-04 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.03,79.06
2020-12-04 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.68,91.06
2020-12-04 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.19,63.06
2020-12-04 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.64,27.96
2020-12-04 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.79,1.76
2020-12-04 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.77,0.0
2020-12-04 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.81,0.0
2020-12-04 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.79,0.0
2020-12-04 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.72,0.0
2020-12-04 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.76,0.0
2020-12-04 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.72,0.0
2020-12-04 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.93,0.0
2020-12-04 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.9,0.0
2020-12-05 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.07,0.0
2020-12-05 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.33,0.0
2020-12-05 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.45,0.0
2020-12-05 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.48,0.0
2020-12-05 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.51,0.0
2020-12-05 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.56,0.0
2020-12-05 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.55,0.0
2020-12-05 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.6,5.06
2020-12-05 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.26,62.76
2020-12-05 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,8.1,139.86
2020-12-05 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,9.42,186.86
2020-12-05 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,9.95,212.36
2020-12-05 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,10.38,192.96
2020-12-05 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,10.44,115.36
2020-12-05 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,10.1,53.66
2020-12-05 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,9.72,2.56
2020-12-05 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,9.47,0.0
2020-12-05 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,9.08,0.0
2020-12-05 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,8.85,0.0
2020-12-05 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,8.59,0.0
2020-12-05 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,8.24,0.0
2020-12-05 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,8.02,0.0
2020-12-05 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.25,0.0
2020-12-05 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.11,0.0
2020-12-06 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.96,0.0
2020-12-06 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.75,0.0
2020-12-06 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.44,0.0
2020-12-06 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.38,0.0
2020-12-06 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.0,0.0
2020-12-06 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.93,0.0
2020-12-06 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.6,0.0
2020-12-06 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.39,3.56
2020-12-06 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.42,40.56
2020-12-06 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.0,74.36
2020-12-06 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.32,130.86
2020-12-06 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.33,177.76
2020-12-06 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.34,178.16
2020-12-06 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.98,125.56
2020-12-06 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.28,54.56
2020-12-06 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.68,2.36
2020-12-06 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.09,0.0
2020-12-06 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.83,0.0
2020-12-06 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.53,0.0
2020-12-06 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.28,0.0
2020-12-06 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.12,0.0
2020-12-06 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.77,0.0
2020-12-06 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.79,0.0
2020-12-06 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.41,0.0
2020-12-07 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.34,0.0
2020-12-07 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.04,0.0
2020-12-07 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.68,0.0
2020-12-07 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.52,0.0
2020-12-07 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.33,0.0
2020-12-07 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.22,0.0
2020-12-07 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.08,0.0
2020-12-07 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.03,4.16
2020-12-07 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.24,63.26
2020-12-07 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.51,130.16
2020-12-07 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.1,197.56
2020-12-07 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.4,207.56
2020-12-07 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.55,188.46
2020-12-07 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.33,132.16
2020-12-07 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.82,53.96
2020-12-07 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.24,2.36
2020-12-07 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.11,0.0
2020-12-07 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.43,0.0
2020-12-07 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.66,0.0
2020-12-07 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.83,0.0
2020-12-07 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.13,0.0
2020-12-07 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.51,0.0
2020-12-07 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.83,0.0
2020-12-07 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.85,0.0
2020-12-08 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.08,0.0
2020-12-08 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.08,0.0
2020-12-08 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.94,0.0
2020-12-08 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.96,0.0
2020-12-08 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.64,0.0
2020-12-08 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.68,0.0
2020-12-08 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.56,0.0
2020-12-08 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.57,1.06
2020-12-08 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.6,13.46
2020-12-08 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.57,25.06
2020-12-08 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.73,29.66
2020-12-08 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.57,50.56
2020-12-08 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.49,28.46
2020-12-08 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.39,23.06
2020-12-08 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.18,14.36
2020-12-08 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.02,1.06
2020-12-08 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.08,0.0
2020-12-08 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.08,0.0
2020-12-08 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.09,0.0
2020-12-08 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.28,0.0
2020-12-08 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.13,0.0
2020-12-08 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.16,0.0
2020-12-08 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.36,0.0
2020-12-08 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.34,0.0
2020-12-09 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.48,0.0
2020-12-09 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.79,0.0
2020-12-09 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.15,0.0
2020-12-09 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.35,0.0
2020-12-09 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.39,0.0
2020-12-09 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.59,0.0
2020-12-09 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.62,0.0
2020-12-09 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.65,3.36
2020-12-09 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.51,58.36
2020-12-09 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.34,129.26
2020-12-09 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.3,194.56
2020-12-09 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.05,215.16
2020-12-09 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.84,192.56
2020-12-09 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.83,135.86
2020-12-09 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.8,54.06
2020-12-09 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.47,2.16
2020-12-09 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.36,0.0
2020-12-09 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.26,0.0
2020-12-09 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.23,0.0
2020-12-09 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.24,0.0
2020-12-09 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.18,0.0
2020-12-09 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.35,0.0
2020-12-09 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.3,0.0
2020-12-09 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.33,0.0
2020-12-10 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.28,0.0
2020-12-10 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.43,0.0
2020-12-10 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.43,0.0
2020-12-10 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.31,0.0
2020-12-10 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.46,0.0
2020-12-10 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.41,0.0
2020-12-10 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.38,0.0
2020-12-10 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.34,1.36
2020-12-10 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.29,29.26
2020-12-10 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.09,54.46
2020-12-10 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.8,83.26
2020-12-10 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.9,69.06
2020-12-10 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.89,57.46
2020-12-10 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.13,32.56
2020-12-10 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.23,11.66
2020-12-10 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.09,0.56
2020-12-10 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.79,0.0
2020-12-10 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.55,0.0
2020-12-10 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.3,0.0
2020-12-10 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.08,0.0
2020-12-10 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.26,0.0
2020-12-10 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.43,0.0
2020-12-10 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.87,0.0
2020-12-10 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.03,0.0
2020-12-11 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.14,0.0
2020-12-11 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.27,0.0
2020-12-11 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.31,0.0
2020-12-11 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.26,0.0
2020-12-11 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.28,0.0
2020-12-11 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.37,0.0
2020-12-11 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.27,0.0
2020-12-11 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.09,1.76
2020-12-11 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.14,29.06
2020-12-11 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.41,53.46
2020-12-11 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.94,91.36
2020-12-11 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.03,87.36
2020-12-11 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.06,72.06
2020-12-11 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.93,45.26
2020-12-11 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.01,19.56
2020-12-11 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.98,0.96
2020-12-11 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.94,0.0
2020-12-11 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.21,0.0
2020-12-11 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.39,0.0
2020-12-11 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.69,0.0
2020-12-11 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.93,0.0
2020-12-11 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.31,0.0
2020-12-11 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.51,0.0
2020-12-11 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.88,0.0
2020-12-12 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.04,0.0
2020-12-12 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.21,0.0
2020-12-12 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.19,0.0
2020-12-12 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.98,0.0
2020-12-12 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.69,0.0
2020-12-12 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.46,0.0
2020-12-12 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.19,0.0
2020-12-12 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.04,0.76
2020-12-12 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.92,15.96
2020-12-12 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.86,40.66
2020-12-12 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.02,76.26
2020-12-12 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.93,66.26
2020-12-12 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.06,61.76
2020-12-12 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.12,42.66
2020-12-12 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.13,18.36
2020-12-12 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.12,0.76
2020-12-12 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.06,0.0
2020-12-12 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.0,0.0
2020-12-12 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.91,0.0
2020-12-12 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.84,0.0
2020-12-12 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.83,0.0
2020-12-12 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.6,0.0
2020-12-12 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.44,0.0
2020-12-12 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.4,0.0
2020-12-13 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.39,0.0
2020-12-13 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.34,0.0
2020-12-13 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.36,0.0
2020-12-13 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.23,0.0
2020-12-13 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.27,0.0
2020-12-13 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.31,0.0
2020-12-13 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.16,0.0
2020-12-13 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.07,0.96
2020-12-13 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.05,18.76
2020-12-13 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.15,57.96
2020-12-13 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.35,74.86
2020-12-13 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.15,60.76
2020-12-13 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.25,58.96
2020-12-13 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.23,39.96
2020-12-13 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.14,16.26
2020-12-13 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.02,0.86
2020-12-13 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.99,0.0
2020-12-13 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.96,0.0
2020-12-13 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.77,0.0
2020-12-13 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.52,0.0
2020-12-13 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.59,0.0
2020-12-13 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.62,0.0
2020-12-13 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.53,0.0
2020-12-13 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.3,0.0
2020-12-14 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.38,0.0
2020-12-14 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.37,0.0
2020-12-14 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.26,0.0
2020-12-14 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.35,0.0
2020-12-14 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.29,0.0
2020-12-14 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.06,0.0
2020-12-14 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.48,0.0
2020-12-14 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.33,1.06
2020-12-14 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.66,34.16
2020-12-14 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.21,73.26
2020-12-14 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.26,92.26
2020-12-14 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.65,148.46
2020-12-14 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.91,133.16
2020-12-14 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.88,85.26
2020-12-14 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.41,37.86
2020-12-14 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.97,1.86
2020-12-14 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.21,0.0
2020-12-14 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.52,0.0
2020-12-14 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.69,0.0
2020-12-14 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.93,0.0
2020-12-14 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.66,0.0
2020-12-14 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.3,0.0
2020-12-14 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.45,0.0
2020-12-14 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.01,0.0
2020-12-15 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.09,0.0
2020-12-15 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.56,0.0
2020-12-15 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.56,0.0
2020-12-15 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.64,0.0
2020-12-15 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.68,0.0
2020-12-15 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.65,0.0
2020-12-15 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.41,0.0
2020-12-15 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.65,1.56
2020-12-15 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.39,49.76
2020-12-15 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.02,115.56
2020-12-15 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.62,171.86
2020-12-15 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.14,201.36
2020-12-15 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.38,173.16
2020-12-15 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.62,119.96
2020-12-15 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.17,46.76
2020-12-15 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.06,2.06
2020-12-15 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.04,0.0
2020-12-15 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.97,0.0
2020-12-15 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.15,0.0
2020-12-15 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.27,0.0
2020-12-15 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.36,0.0
2020-12-15 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.28,0.0
2020-12-15 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.35,0.0
2020-12-15 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.53,0.0
2020-12-16 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.87,0.0
2020-12-16 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.12,0.0
2020-12-16 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.13,0.0
2020-12-16 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.91,0.0
2020-12-16 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.85,0.0
2020-12-16 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.81,0.0
2020-12-16 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.68,0.0
2020-12-16 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.54,1.16
2020-12-16 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.93,40.36
2020-12-16 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.81,84.96
2020-12-16 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.64,75.86
2020-12-16 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.94,44.96
2020-12-16 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.23,36.86
2020-12-16 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.32,21.76
2020-12-16 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.45,7.46
2020-12-16 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.46,0.36
2020-12-16 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.4,0.0
2020-12-16 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.3,0.0
2020-12-16 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.31,0.0
2020-12-16 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.25,0.0
2020-12-16 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.13,0.0
2020-12-16 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.44,0.0
