time,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),surface_solar_radiation (W/m^2)
2018-01-01 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.88,0.0
2018-01-01 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.59,0.0
2018-01-01 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.45,0.0
2018-01-01 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.13,0.0
2018-01-01 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.07,0.0
2018-01-01 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.94,0.0
2018-01-01 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.65,0.0
2018-01-01 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.48,0.46
2018-01-01 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.73,26.76
2018-01-01 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.36,70.76
2018-01-01 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,8.23,100.76
2018-01-01 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,8.55,101.46
2018-01-01 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,8.91,117.46
2018-01-01 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,8.66,70.86
2018-01-01 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,8.31,33.66
2018-01-01 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,8.0,2.86
2018-01-01 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.72,0.0
2018-01-01 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.22,0.0
2018-01-01 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.74,0.0
2018-01-01 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.04,0.0
2018-01-01 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.3,0.0
2018-01-01 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.57,0.0
2018-01-01 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.61,0.0
2018-01-01 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.78,0.0
2018-01-02 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.28,0.0
2018-01-02 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.6,0.0
2018-01-02 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.74,0.0
2018-01-02 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.16,0.0
2018-01-02 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.06,0.0
2018-01-02 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.24,0.0
2018-01-02 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.63,0.0
2018-01-02 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.79,0.56
2018-01-02 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.04,43.56
2018-01-02 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.22,120.46
2018-01-02 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.38,173.26
2018-01-02 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.28,184.96
2018-01-02 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.23,131.06
2018-01-02 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.27,91.56
2018-01-02 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.09,36.16
2018-01-02 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.09,3.56
2018-01-02 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.89,0.0
2018-01-02 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.63,0.0
2018-01-02 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.54,0.0
2018-01-02 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.51,0.0
2018-01-02 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.46,0.0
2018-01-02 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.88,0.0
2018-01-02 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.25,0.0
2018-01-02 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.24,0.0
2018-01-03 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.02,0.0
2018-01-03 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.96,0.0
2018-01-03 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.92,0.0
2018-01-03 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.85,0.0
2018-01-03 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.77,0.0
2018-01-03 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.69,0.0
2018-01-03 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.64,0.0
2018-01-03 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.42,0.26
2018-01-03 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.6,18.06
2018-01-03 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.31,44.86
2018-01-03 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.43,62.56
2018-01-03 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.99,92.96
2018-01-03 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.26,108.66
2018-01-03 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.86,68.36
2018-01-03 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.58,34.86
2018-01-03 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.16,2.16
2018-01-03 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.4,0.0
2018-01-03 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.85,0.0
2018-01-03 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.68,0.0
2018-01-03 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.69,0.0
2018-01-03 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.43,0.0
2018-01-03 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.34,0.0
2018-01-03 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.12,0.0
2018-01-03 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.07,0.0
2018-01-04 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.73,0.0
2018-01-04 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.55,0.0
2018-01-04 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.74,0.0
2018-01-04 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.23,0.0
2018-01-04 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.29,0.0
2018-01-04 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.37,0.0
2018-01-04 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.49,0.0
2018-01-04 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.64,0.46
2018-01-04 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.09,32.36
2018-01-04 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.92,84.26
2018-01-04 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.81,117.66
2018-01-04 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.89,100.76
2018-01-04 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.95,104.66
2018-01-04 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.84,50.26
2018-01-04 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.92,41.86
2018-01-04 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.45,3.26
2018-01-04 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.48,0.0
2018-01-04 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.14,0.0
2018-01-04 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.0,0.0
2018-01-04 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.85,0.0
2018-01-04 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.8,0.0
2018-01-04 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.34,0.0
2018-01-04 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.05,0.0
2018-01-04 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.82,0.0
2018-01-05 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.63,0.0
2018-01-05 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.45,0.0
2018-01-05 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.13,0.0
2018-01-05 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.94,0.0
2018-01-05 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.36,0.0
2018-01-05 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.8,0.0
2018-01-05 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.81,0.0
2018-01-05 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.24,0.26
2018-01-05 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.18,17.86
2018-01-05 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.25,18.46
2018-01-05 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.35,93.56
2018-01-05 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.67,79.16
2018-01-05 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,8.16,93.26
2018-01-05 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,8.05,89.06
2018-01-05 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.91,41.96
2018-01-05 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.37,6.46
2018-01-05 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.47,0.0
2018-01-05 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.42,0.0
2018-01-05 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.57,0.0
2018-01-05 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.37,0.0
2018-01-05 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.11,0.0
2018-01-05 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.17,0.0
2018-01-05 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.39,0.0
2018-01-05 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.68,0.0
2018-01-06 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.59,0.0
2018-01-06 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.87,0.0
2018-01-06 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.9,0.0
2018-01-06 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.74,0.0
2018-01-06 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.68,0.0
2018-01-06 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.46,0.0
2018-01-06 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.79,0.0
2018-01-06 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,4.92,0.46
2018-01-06 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.57,33.66
2018-01-06 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.92,98.56
2018-01-06 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,8.31,172.96
2018-01-06 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,8.89,201.96
2018-01-06 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,9.38,191.56
2018-01-06 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,9.03,141.96
2018-01-06 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,7.98,67.16
2018-01-06 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,6.21,8.96
2018-01-06 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,5.25,0.0
2018-01-06 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.95,0.0
2018-01-06 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.22,0.0
2018-01-06 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.82,0.0
2018-01-06 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.3,0.0
2018-01-06 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.02,0.0
2018-01-06 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.28,0.0
2018-01-06 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.61,0.0
2018-01-07 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.67,0.0
2018-01-07 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.34,0.0
2018-01-07 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.7,0.0
2018-01-07 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.15,0.0
2018-01-07 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.06,0.0
2018-01-07 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.07,0.0
2018-01-07 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.01,0.0
2018-01-07 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.02,0.36
2018-01-07 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.17,12.86
2018-01-07 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,3.3,33.66
2018-01-07 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.77,38.76
2018-01-07 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,2.3,47.26
2018-01-07 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.9,64.86
2018-01-07 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.65,57.66
2018-01-07 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.36,40.96
2018-01-07 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.04,6.86
2018-01-07 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.83,0.0
2018-01-07 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.5,0.0
2018-01-07 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.52,0.0
2018-01-07 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.25,0.0
2018-01-07 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.82,0.0
2018-01-07 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.6,0.0
2018-01-07 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.65,0.0
2018-01-07 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,-3.21,0.0
2018-01-08 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,-4.03,0.0
2018-01-08 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,-4.68,0.0
2018-01-08 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,-5.29,0.0
2018-01-08 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,-5.52,0.0
2018-01-08 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,-5.33,0.0
2018-01-08 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,-5.16,0.0
2018-01-08 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,-5.07,0.0
2018-01-08 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,-4.94,0.96
2018-01-08 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,-4.09,45.96
2018-01-08 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.5,115.96
2018-01-08 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.12,160.86
2018-01-08 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.7,158.26
2018-01-08 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.09,178.96
2018-01-08 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.98,164.36
2018-01-08 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.62,89.26
2018-01-08 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.89,11.96
2018-01-08 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.99,0.0
2018-01-08 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,-3.37,0.0
2018-01-08 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,-3.15,0.0
2018-01-08 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,-3.97,0.0
2018-01-08 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,-5.04,0.0
2018-01-08 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,-5.42,0.0
2018-01-08 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,-6.14,0.0
2018-01-08 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,-5.96,0.0
2018-01-09 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,-5.9,0.0
2018-01-09 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,-5.69,0.0
2018-01-09 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,-5.72,0.0
2018-01-09 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,-5.41,0.0
2018-01-09 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,-5.2,0.0
2018-01-09 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,-5.04,0.0
2018-01-09 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,-4.91,0.0
2018-01-09 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,-4.82,1.06
2018-01-09 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,-3.44,50.76
2018-01-09 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.09,136.26
2018-01-09 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.59,204.26
2018-01-09 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.27,233.86
2018-01-09 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.75,222.36
2018-01-09 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.78,162.16
2018-01-09 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.33,85.66
2018-01-09 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.34,12.56
2018-01-09 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.68,0.0
2018-01-09 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.92,0.0
2018-01-09 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.09,0.0
2018-01-09 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.96,0.0
2018-01-09 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.88,0.0
2018-01-09 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.76,0.0
2018-01-09 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.68,0.0
2018-01-09 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.64,0.0
2018-01-10 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.61,0.0
2018-01-10 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.82,0.0
2018-01-10 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.69,0.0
2018-01-10 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.81,0.0
2018-01-10 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.64,0.0
2018-01-10 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.55,0.0
2018-01-10 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.73,0.0
2018-01-10 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.57,1.06
2018-01-10 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.3,38.56
2018-01-10 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.13,98.96
2018-01-10 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.85,168.16
2018-01-10 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.93,156.56
2018-01-10 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.16,139.66
2018-01-10 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.1,94.56
2018-01-10 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.85,44.66
2018-01-10 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.47,8.46
2018-01-10 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.16,0.0
2018-01-10 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.07,0.0
2018-01-10 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.09,0.0
2018-01-10 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.5,0.0
2018-01-10 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.78,0.0
2018-01-10 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.85,0.0
2018-01-10 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.99,0.0
2018-01-10 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.99,0.0
2018-01-11 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.06,0.0
2018-01-11 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.08,0.0
2018-01-11 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.03,0.0
2018-01-11 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.94,0.0
2018-01-11 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.81,0.0
2018-01-11 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.75,0.0
2018-01-11 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.52,0.0
2018-01-11 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.33,0.66
2018-01-11 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.06,26.96
2018-01-11 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.33,64.86
2018-01-11 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.74,80.06
2018-01-11 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.03,122.86
2018-01-11 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,1.01,98.66
2018-01-11 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.88,54.56
2018-01-11 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.84,29.36
2018-01-11 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.54,4.96
2018-01-11 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.42,0.0
2018-01-11 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.17,0.0
2018-01-11 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.14,0.0
2018-01-11 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,0.01,0.0
2018-01-11 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.04,0.0
2018-01-11 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.13,0.0
2018-01-11 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.2,0.0
2018-01-11 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.27,0.0
2018-01-12 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.43,0.0
2018-01-12 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.57,0.0
2018-01-12 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.82,0.0
2018-01-12 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,-0.95,0.0
2018-01-12 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.15,0.0
2018-01-12 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.38,0.0
2018-01-12 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.64,0.0
2018-01-12 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.82,0.56
2018-01-12 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.7,22.46
2018-01-12 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.65,58.46
2018-01-12 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.59,110.76
2018-01-12 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.85,116.86
2018-01-12 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.03,125.56
2018-01-12 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.18,99.46
2018-01-12 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.1,54.06
2018-01-12 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.09,10.16
2018-01-12 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.97,0.0
2018-01-12 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.82,0.0
2018-01-12 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.76,0.0
2018-01-12 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.63,0.0
2018-01-12 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.64,0.0
2018-01-12 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.58,0.0
2018-01-12 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.48,0.0
2018-01-12 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.52,0.0
2018-01-13 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.62,0.0
2018-01-13 01:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.61,0.0
2018-01-13 02:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.64,0.0
2018-01-13 03:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.62,0.0
2018-01-13 04:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.6,0.0
2018-01-13 05:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.5,0.0
2018-01-13 06:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.5,0.0
2018-01-13 07:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.53,1.06
2018-01-13 08:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.3,30.16
2018-01-13 09:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.25,76.46
2018-01-13 10:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.23,120.36
2018-01-13 11:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.15,150.56
2018-01-13 12:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.31,152.56
2018-01-13 13:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.29,105.36
2018-01-13 14:00:00,"(52.0, 21.0)",era5,115.51,1.0,-1.72,58.76
2018-01-13 15:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.09,12.96
2018-01-13 16:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.33,0.0
2018-01-13 17:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.55,0.0
2018-01-13 18:00:00,"(52.0, 21.0)",era5,115.51,1.0,-2.99,0.0
2018-01-13 19:00:00,"(52.0, 21.0)",era5,115.51,1.0,-3.43,0.0
2018-01-13 20:00:00,"(52.0, 21.0)",era5,115.51,1.0,-4.09,0.0
2018-01-13 21:00:00,"(52.0, 21.0)",era5,115.51,1.0,-4.36,0.0
2018-01-13 22:00:00,"(52.0, 21.0)",era5,115.51,1.0,-4.33,0.0
2018-01-13 23:00:00,"(52.0, 21.0)",era5,115.51,1.0,-4.25,0.0
2018-01-14 00:00:00,"(52.0, 21.0)",era5,115.51,1.0,-4.14,0.0
